"","type","year","mean_log_quality","mean_log_pred_price","mean_quality","mean_pred_price","med_log_quality","med_log_pred_price","med_quality","med_pred_price"
"1","Desktop",2011,NA,NA,NA,NA,NA,NA,NA,NA
"2","Desktop",2012,0.310362983080926,7.47397898719462,1.36392010421179,1761.6021513134,0.295083824072442,7.47397898719462,1.34323894972632,1761.6021513134
"3","Desktop",2013,1.00567449696753,7.89023062603541,2.73375055757213,2671.05986559476,0.348887056512303,7.88347885427524,1.41748908513969,2653.08622426594
"4","Desktop",2014,0.301896806935124,7.74673007295179,1.3524216589724,2313.99344027786,0.689673288652291,7.98982799234028,1.99306427014758,2950.78935745776
"5","Desktop",2015,0.930202111320311,8.13116977236991,2.53502148238364,3398.77303144648,0.695569618583762,7.88347885427524,2.00485074899494,2653.08622426594
"6","Desktop",2016,0.947313558597823,7.36865677961716,2.57877262397456,1585.5026725825,0.82869230287991,7.32678170875814,2.29032173396743,1520.48054021924
"7","Desktop",2017,0.983411597015295,7.17344691206869,2.67356181633536,1304.33278359137,0.832092460214986,7.00684359447423,2.29812244251368,1104.1638100232
"8","Desktop",2018,0.98148136066939,6.98641864095132,2.66840618753623,1081.840072252,0.821427187526075,7.28557057833856,2.27374258002889,1459.09342249209
"9","Desktop",2019,1.07681406962139,7.0082134493484,2.93531293564353,1105.67739065647,0.964288023305653,7.21156661150414,2.62291953394432,1355.01338501402
"10","Desktop",2020,1.25942437924893,6.78371436307485,3.5233927655442,883.343697334513,1.19783216585389,7.28557057833856,3.31292725572086,1459.09342249209
"11","Desktop",2021,1.061735256647,7.08710521612957,2.89138393182586,1196.43934949387,0.891002529335656,7.28557057833856,2.43757216434234,1459.09342249209
"12","Desktop",2022,0.80767006699373,7.30338727679918,2.24267660841028,1485.32261499898,0.81506130867886,7.42444441942843,2.25931418367141,1676.46790123716
"13","Desktop",2023,0.62681413822289,7.12291501851744,1.87163828998306,1240.05996774877,1.01414764221716,6.84004664103465,2.75701243458189,934.532721285773
"14","Mobile",2011,NA,NA,NA,NA,NA,NA,NA,NA
"15","Mobile",2012,0.299098841190701,6.777555477543,1.34864291835717,877.920003715655,0.34060813549533,6.777555477543,1.40580224891019,877.920003715655
"16","Mobile",2013,0.438902644875071,6.73216428724703,1.55100428182163,838.961055178174,0.285194534979518,6.49899332560048,1.33002073851367,664.472388902311
"17","Mobile",2014,0.497384591415277,6.50473308911565,1.64441482494732,668.297269731837,0.365763230461662,6.63827440157174,1.44161387199209,763.775884755513
"18","Mobile",2015,0.48672759436549,6.37283827645727,1.62698334957641,585.71790123441,0.574337732396761,6.49899332560048,1.7759539805766,664.472388902311
"19","Mobile",2016,0.807086644422857,6.5924040490539,2.24136856186681,729.532595584129,0.724603937068704,6.63827440157174,2.06391349843621,763.775884755513
"20","Mobile",2017,0.944593060983837,6.72163665316327,2.57176661344251,830.17510893845,0.767741292600284,6.63827440157174,2.1548934789238,763.775884755513
"21","Mobile",2018,0.757379353807299,6.90423687127934,2.13267989126295,996.487774640795,0.366685682165383,6.75245510523762,1.44294430470004,856.158142712404
"22","Mobile",2019,0.630939680115666,6.91916347703589,1.87937576181422,1011.47351970964,0.742493372250444,6.85703539628069,2.10116798247935,950.544897312108
"23","Mobile",2020,0.626803982811857,6.6234961159137,1.87161928282343,752.571580670523,0.849353026744099,6.85703539628069,2.33813365253709,950.544897312108
"24","Mobile",2021,0.363709544226484,6.55177562765423,1.43865628744158,700.486874067933,0.492549146234911,6.777555477543,1.636482540726,877.920003715655
"25","Mobile",2022,0.59686329897137,7.02555965186508,1.81641231292638,1125.02400463598,0.460910882103615,6.75245510523762,1.5855175469958,856.158142712404
"26","Mobile",2023,0.641194864957553,7.11087439824117,1.89874827219469,1225.21840666404,0.527412278347645,7.07067688130089,1.69454162807732,1176.94441635831
"27","Server",2012,NA,NA,NA,NA,NA,NA,NA,NA
"28","Server",2013,1.26278586809569,9.69563140585113,3.53525653982946,16246.4776758171,1.26278586809569,9.69563140585113,3.53525653982946,16246.4776758171
"29","Server",2014,1.2431312328189,9.69563140585113,3.46645075323503,16246.4776758171,1.2431312328189,9.69563140585113,3.46645075323503,16246.4776758171
"30","Server",2015,1.56395838863141,10.294703110252,4.77769584090092,29575.5448180842,1.63635117299243,9.69563140585113,5.13639346659298,16246.4776758171
"31","Server",2016,1.96295817409367,10.6498230036414,7.1203592035895,42185.1272740953,1.91045479595795,10.0451308132772,6.75616077452874,23043.3110505783
"32","Server",2017,2.18657419622347,8.74222444885918,8.90465520046129,6261.80930604747,1.57679776044439,9.84383699943584,4.83943394532832,18841.8737557675
"33","Server",2018,2.23529448214919,7.37294610628113,9.34923462956181,1592.31801764321,1.7736755892803,9.69563140585113,5.89247191318372,16246.4776758171
"34","Server",2019,2.40568797366622,7.69542539436749,11.0860545728385,2198.26874259764,2.12841887731451,10.0210940507718,8.40157238745648,22496.0282586245
"35","Server",2020,2.42462970177073,7.87628338964973,11.2980449985284,2634.0645531417,1.85157135482121,10.0210940507718,6.36982091147807,22496.0282586245
"36","Server",2021,2.07633242819632,8.21636189523702,7.97516571843691,3701.01318613453,2.17281883080946,10.2849399130269,8.78300699016834,29288.1979356175
"37","Server",2022,1.81503575989309,8.96502735163251,6.14129578559907,7824.59574139685,2.19282355894272,9.94443215762297,8.96047786706739,20835.887876741
"38","Server",2023,1.66682691412364,8.70188179610289,5.29533854701946,6014.21910937358,1.96589720319244,10.6170328615328,7.14131692907917,40824.3036822516
